,age,balance,duration,campaign,previous,housing_le,loan_le,default_le,recent_pdays,deposit_le,entrepreneur,other,pink-collar,self-employed,technician,white-collar,married,single,secondary,tertiary,unknown,success,unknown_outcome
6690,53,5700,97,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6691,81,0,128,1,0,0,0,0,0.0001,0,0,1,0,0,0,0,0,0,0,0,1,0,1
6692,33,-346,29,3,0,1,1,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6693,37,-456,42,7,0,1,1,1,0.0001,0,1,0,0,0,0,0,1,0,0,1,0,0,1
6694,37,5953,1113,1,0,0,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6695,35,1693,58,1,1,1,0,0,0.009523809523809525,0,0,0,0,0,1,0,0,1,1,0,0,1,0
6696,30,350,171,5,0,0,1,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6697,43,-181,351,1,3,1,0,0,0.002967359050445104,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6698,45,1735,306,1,0,0,1,0,0.0001,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6699,34,157,254,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6700,40,67,359,2,5,0,1,0,0.006578947368421052,0,0,0,0,0,0,1,1,0,1,0,0,0,0
6701,60,-444,227,1,0,0,1,0,0.0001,0,0,0,0,0,0,1,1,0,0,0,0,0,1
6702,54,0,130,2,0,0,1,0,0.0001,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6703,39,171,153,1,1,1,1,0,0.0028328611898017,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6704,44,262,74,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6705,32,0,231,4,0,1,0,0,0.0001,0,0,0,0,0,1,0,1,0,0,1,0,0,1
6706,34,965,372,2,2,1,0,0,0.0030120481927710845,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6707,44,0,27,1,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6708,30,6392,335,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6709,47,194,108,1,0,0,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,0,1,0,1
6710,74,2308,251,2,2,0,0,0,0.001869158878504673,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6711,27,941,124,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6712,34,46,31,2,0,1,0,0,0.0001,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6713,52,131,87,1,0,1,1,0,0.0001,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6714,32,1844,158,4,6,1,1,0,0.004975124378109453,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6715,42,281,118,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6716,31,109,419,1,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6717,31,268,118,2,0,0,0,0,0.0001,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6718,31,298,518,1,0,1,1,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6719,57,-525,337,1,0,0,1,1,0.0001,0,1,0,0,0,0,0,1,0,1,0,0,0,1
6720,40,738,399,2,3,1,1,0,0.003875968992248062,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6721,23,94,193,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6722,43,7702,108,7,3,0,0,0,0.00980392156862745,0,0,0,0,0,0,1,0,0,0,0,1,1,0
6723,45,857,49,7,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,0,0,0,1,0,1
6724,58,-354,98,1,0,1,1,0,0.0001,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6725,38,0,477,2,1,1,0,0,0.003745318352059925,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6726,48,112,139,5,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6727,47,5735,282,4,0,0,0,0,0.0001,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6728,49,1807,225,1,1,1,0,0,0.012195121951219513,0,0,0,0,0,1,0,0,0,0,1,0,1,0
6729,28,-30,108,5,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6730,31,216,138,1,0,0,0,0,0.0001,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6731,38,127,113,1,2,1,0,0,0.02,0,0,0,0,0,1,0,1,0,0,1,0,1,0
6732,43,1096,180,1,0,0,1,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6733,52,5193,477,2,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6734,43,6,244,1,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6735,29,339,63,3,2,1,0,0,0.002824858757062147,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6736,45,0,106,2,0,0,0,0,0.0001,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6737,59,625,133,1,0,0,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6738,48,3776,254,4,0,0,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6739,30,1239,125,5,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6740,23,93,70,3,0,1,0,0,0.0001,0,0,0,1,0,0,0,0,1,0,0,0,0,1
6741,38,304,8,2,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,0,0,1,0,0,1
6742,52,1409,224,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6743,44,191,490,1,0,1,1,0,0.0001,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6744,34,79,104,1,0,0,1,0,0.0001,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6745,32,2263,113,2,0,0,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6746,41,10438,141,4,0,1,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6747,31,81,215,2,11,1,0,0,0.006060606060606061,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6748,40,964,95,3,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6749,52,0,19,1,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6750,32,3839,100,2,1,1,0,0,0.005291005291005291,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6751,26,586,215,1,0,1,1,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6752,29,600,170,5,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6753,31,1343,85,1,0,1,1,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6754,48,113,104,13,0,0,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6755,27,240,166,4,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6756,30,194,475,3,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6757,28,278,31,9,4,1,1,0,0.002680965147453083,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6758,35,260,155,6,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6759,47,1013,54,3,0,0,0,0,0.0001,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6760,35,0,265,1,2,1,0,0,0.0034482758620689655,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6761,31,2363,247,1,0,1,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6762,53,913,730,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6763,26,686,98,2,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,1,0,1,0,0,1
6764,35,149,99,1,2,1,0,0,0.004081632653061225,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6765,29,500,8,8,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6766,39,11766,313,4,5,1,0,0,0.00980392156862745,0,0,0,0,0,1,0,1,0,0,1,0,0,0
6767,31,137,27,14,0,0,0,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6768,48,0,96,3,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6769,36,335,5,1,4,0,0,0,0.0012953367875647669,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6770,27,16,54,3,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6771,49,0,115,2,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6772,34,9851,128,5,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,1,0,1,0,0,1
6773,28,525,81,1,0,0,0,0,0.0001,0,0,0,1,0,0,0,0,1,1,0,0,0,1
6774,49,788,162,7,0,0,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6775,35,1016,294,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6776,53,292,92,2,0,0,0,0,0.0001,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6777,58,999,188,6,0,0,0,0,0.0001,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6778,37,2870,94,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6779,27,689,98,1,1,0,0,0,0.003257328990228013,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6780,30,-100,292,1,0,1,1,0,0.0001,0,0,0,1,0,0,0,0,1,1,0,0,0,1
6781,35,1084,1019,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6782,32,154,301,3,0,0,1,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6783,53,1653,88,2,0,0,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6784,34,2378,92,1,0,1,1,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6785,38,1515,42,5,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6786,34,1636,136,1,2,1,1,0,0.0019193857965451055,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6787,40,1516,373,1,0,1,1,0,0.0001,0,0,0,0,1,0,0,1,0,1,0,0,0,1
6788,48,127,117,1,0,0,0,0,0.0001,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6789,30,2876,103,4,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6790,31,1384,203,2,3,1,0,0,0.5,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6791,37,228,1740,2,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6792,32,2481,547,11,0,0,0,0,0.0001,0,0,0,0,0,1,0,0,1,0,1,0,0,1
6793,40,475,332,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6794,41,1401,110,4,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,0,0,1,0,0,1
6795,52,425,219,2,3,1,0,0,0.003937007874015748,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6796,29,244,19,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6797,49,-6847,206,1,0,0,1,1,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6798,43,0,25,19,0,0,0,1,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6799,42,386,168,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6800,37,332,190,2,7,1,0,0,0.011904761904761904,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6801,57,1367,144,3,0,0,0,0,0.0001,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6802,25,120,542,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6803,30,19,16,15,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6804,31,3,37,12,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6805,49,-98,182,2,0,1,0,1,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6806,47,303,261,1,0,0,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6807,57,-752,102,1,0,1,0,0,0.0001,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6808,26,97,382,1,0,0,0,0,0.0001,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6809,40,794,138,1,0,0,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,1,0,0,1
6810,34,1880,297,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6811,41,732,25,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6812,53,5261,1209,3,0,0,1,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6813,26,712,232,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6814,28,28,220,2,0,0,0,0,0.0001,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6815,54,0,159,2,0,1,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6816,42,827,153,3,0,0,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6817,29,110,169,3,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6818,49,377,158,1,2,0,0,0,0.01694915254237288,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6819,32,-344,44,1,0,0,1,0,0.0001,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6820,29,261,136,19,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6821,60,104,22,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6822,51,610,86,2,0,0,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6823,40,4328,133,2,0,0,0,0,0.0001,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6824,44,1371,788,3,4,0,0,0,0.0027548209366391185,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6825,47,193,171,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6826,32,258,291,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6827,43,56,365,2,0,0,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6828,59,136,301,4,0,0,0,0,0.0001,0,0,1,0,0,0,0,1,0,1,0,0,0,1
6829,24,1222,369,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6830,26,3672,360,5,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6831,37,2188,193,8,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,1,0,0,1,0,1
6832,27,924,84,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6833,32,11431,141,5,0,0,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6834,44,140,7,9,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6835,34,27,133,3,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6836,39,-468,88,2,0,1,1,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6837,30,438,98,1,1,1,0,0,0.0056179775280898875,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6838,44,-43,206,1,0,1,1,0,0.0001,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6839,22,1161,119,1,0,0,1,0,0.0001,0,0,1,0,0,0,0,0,1,0,1,0,0,1
6840,28,458,112,4,3,0,0,0,0.004975124378109453,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6841,41,-441,352,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6842,30,2278,47,1,0,0,1,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6843,36,0,8,13,0,0,0,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6844,39,702,303,1,1,1,0,0,0.0033333333333333335,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6845,38,69,253,3,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,1,0,1,0,0,1
6846,31,182,231,2,0,0,0,0,0.0001,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6847,29,318,1434,2,4,1,0,0,0.0028089887640449437,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6848,42,-181,297,3,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6849,27,261,236,2,2,1,0,0,0.004048582995951417,0,0,0,0,0,1,0,0,1,1,0,0,0,0
6850,55,244,171,1,0,1,0,0,0.0001,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6851,28,880,188,1,0,1,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6852,47,2283,170,2,0,1,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6853,49,550,412,2,0,1,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6854,38,7752,138,4,0,1,0,0,0.0001,0,1,0,0,0,0,0,1,0,0,1,0,0,1
6855,53,6,517,1,0,1,0,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6856,31,4471,296,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6857,57,1969,286,3,0,0,0,0,0.0001,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6858,36,219,22,6,6,0,0,0,0.00510204081632653,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6859,38,76,167,2,3,1,0,0,0.003484320557491289,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6860,30,60,55,2,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6861,36,8,858,7,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6862,29,19,327,6,0,1,0,0,0.0001,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6863,32,20011,234,1,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6864,48,608,362,2,0,0,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6865,53,1068,200,1,0,0,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6866,35,-269,344,4,0,1,1,0,0.0001,0,0,0,0,0,1,0,1,0,0,1,0,0,1
6867,48,494,81,8,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6868,31,159,66,1,1,1,0,0,0.005494505494505495,0,1,0,0,0,0,0,0,1,1,0,0,0,0
6869,30,-754,974,1,0,1,1,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6870,28,157,164,2,0,1,1,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6871,42,2110,106,2,0,0,1,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6872,31,2603,224,1,0,1,0,0,0.0001,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6873,36,992,351,1,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6874,43,593,55,1,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6875,28,327,104,3,0,1,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,1,0,0,1
6876,34,6766,210,5,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6877,36,432,94,1,0,1,1,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6878,28,25,109,2,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6879,34,5299,75,5,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6880,53,291,145,1,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6881,52,517,77,4,0,0,0,0,0.0001,0,0,0,0,1,0,0,1,0,1,0,0,0,1
6882,44,97,105,3,0,1,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6883,58,1636,187,1,0,0,0,0,0.0001,0,0,0,0,1,0,0,1,0,0,1,0,0,1
6884,47,996,247,2,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6885,40,0,59,4,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6886,39,710,211,2,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6887,33,1049,126,4,0,0,0,0,0.0001,0,0,0,0,1,0,0,0,1,0,1,0,0,1
6888,23,556,170,2,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6889,31,629,369,2,0,1,0,0,0.0001,0,0,0,1,0,0,0,0,1,1,0,0,0,1
6890,39,186,208,3,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6891,42,0,131,2,0,0,0,0,0.0001,0,0,0,0,0,0,1,0,0,0,1,0,0,1
6892,46,1264,100,2,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6893,22,64,112,1,0,0,0,0,0.0001,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6894,50,2497,35,1,1,1,0,0,0.005681818181818182,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6895,50,-97,425,1,2,1,0,0,0.0032679738562091504,0,0,0,0,0,1,0,0,1,1,0,0,0,0
6896,34,161,378,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6897,40,732,71,1,4,0,0,0,0.007194244604316547,0,0,0,0,0,0,1,1,0,1,0,0,1,0
6898,39,94,181,1,0,1,1,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6899,51,2404,30,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,1,0,0,1
6900,45,21,788,2,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6901,34,2658,265,1,2,1,0,0,0.004347826086956522,0,0,0,0,0,1,0,0,1,0,1,0,0,0
6902,30,131,306,1,0,1,0,0,0.0001,0,0,0,0,1,0,0,1,0,1,0,0,0,1
6903,57,0,231,2,0,1,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6904,42,351,76,21,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6905,51,564,187,2,0,0,1,0,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6906,38,2240,551,1,1,1,0,0,0.00546448087431694,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6907,60,46,202,4,0,1,0,0,0.0001,0,0,0,0,1,0,0,1,0,0,0,0,0,1
6908,38,132,797,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6909,37,71,254,1,0,0,1,0,0.0001,0,0,1,0,0,0,0,1,0,1,0,0,0,1
6910,34,0,197,2,1,1,1,0,0.01020408163265306,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6911,39,267,1151,5,0,0,0,0,0.0001,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6912,55,841,140,9,4,1,0,0,0.002688172043010753,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6913,48,51,76,1,0,0,1,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6914,42,7735,166,1,2,1,0,0,0.006944444444444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6915,29,417,108,2,0,0,0,0,0.0001,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6916,33,-14,223,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6917,35,2490,170,1,3,1,0,0,0.005555555555555556,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6918,28,0,47,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6919,26,184,110,2,1,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6920,40,19343,13,4,4,1,0,0,0.00558659217877095,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6921,42,947,158,2,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,1,0,0,0,1
6922,49,90,127,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6923,32,10218,149,2,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6924,33,72,623,1,0,1,0,1,0.0001,0,0,0,0,0,1,0,1,0,1,0,0,0,1
6925,30,120,74,1,0,1,0,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6926,20,130,75,3,0,0,0,0,0.0001,0,0,1,0,0,0,0,0,1,1,0,0,0,1
6927,51,41,16,43,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6928,38,0,350,2,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6929,53,673,182,1,0,1,0,0,0.0001,0,0,0,0,0,1,0,1,0,0,1,0,0,1
6930,34,-131,132,1,1,1,0,0,0.0028089887640449437,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6931,30,2607,158,10,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6932,36,5,305,1,0,1,0,0,0.0001,0,0,1,0,0,0,0,0,0,1,0,0,0,1
6933,36,23,133,11,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6934,39,180,237,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,1,0,1,0,0,0,1
6935,33,68,96,2,0,0,0,0,0.0001,0,0,0,0,0,1,0,0,1,0,1,0,0,1
6936,42,0,325,2,0,0,0,0,0.0001,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6937,30,565,104,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6938,23,598,166,1,0,0,0,0,0.0001,0,0,0,0,0,1,0,0,1,1,0,0,0,1
6939,37,1609,10,19,0,0,1,0,0.0001,0,0,0,0,0,1,0,0,1,0,1,0,0,1
6940,77,1047,108,5,0,0,0,0,0.0001,0,0,1,0,0,0,0,1,0,0,1,0,0,1
6941,33,5641,168,2,0,0,0,0,0.0001,0,0,0,0,0,1,0,1,0,0,1,0,0,1
6942,33,557,91,2,2,1,0,0,0.0030211480362537764,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6943,40,1066,171,1,0,1,0,0,0.0001,0,0,0,0,0,0,0,0,1,1,0,0,0,1
6944,58,35,336,7,0,0,0,0,0.0001,0,0,1,0,0,0,0,1,0,1,0,0,0,1
6945,29,54,257,3,0,1,1,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6946,43,1806,161,2,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,1,0,1,0,0,1
6947,34,39,254,2,3,0,0,0,0.0033444816053511705,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6948,38,0,93,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6949,38,930,46,1,0,1,0,0,0.0001,0,0,0,0,0,0,1,0,0,1,0,0,0,1
6950,40,0,313,1,0,0,0,0,0.0001,0,0,0,0,0,0,0,1,0,0,0,0,0,1
